local/mean_episode_return	local/mean_episode_step	local/SPS	local/env_act_steps	local/env_train_steps	local/optimizer_steps	local/running_reward	local/running_step	local/steps_done	local/episodes_done	local/unclipped_grad_norm	local/model_version	local/virtual_batch_size	local/num_gradients
		0.0	256	0	0	0.0	1.0	256	0		0		
		3069.3196989866547	33024	30720	48	-0.792449951171875	65.5	33024	0	0.46213986586856964	48	32.0	1.0
		3188.1113500585566	66816	62720	97	-2.5187026515151514	195.5	66816	0	0.2965614901361417	97	32.0	1.0
		3449.581890535552	99840	97280	152	-4.29890382751938	326.0	99840	0	0.37402888468720696	152	32.0	1.0
		3256.361071620967	133504	129920	202	-6.252792300380228	456.2509505703422	133504	0	0.35517471134662626	202	32.0	1.0
		3381.7052518110872	166912	163840	256	-8.160021551724139	587.2490421455939	166912	0	0.37201910610828137	256	32.0	1.0
		3263.2914487070234	200192	196480	307	-9.979957932692308	717.5	200192	0	0.2320119493147906	307	32.0	1.0
		3387.40480235947	233344	230400	360	-11.792561534749035	847.2509652509652	233344	0	0.21380164425046938	360	32.0	1.0
		3377.271926276513	266880	264320	412	-13.670503339694656	977.5	266880	0	0.2041615151012173	412	32.0	1.0
		3258.603106417884	300800	296960	464	-15.600058962264152	1109.2490566037736	300800	0	0.22501352458046034	464	32.0	1.0
		3454.1638422721076	333696	331520	517	-17.37922543774319	1239.750972762646	333696	0	0.2308797229011104	517	32.0	1.0
		3199.1371955881955	367616	363520	568	-19.130837264150944	1370.2490566037736	367616	0	0.2753393241733897	568	32.0	1.0
-24.0	1542.6666666666667	3560.6793257034615	400384	399360	623	-20.75152587890625	1484.5958251953125	400384	17	0.3093098884279078	623	32.0	1.0
-23.96153846153846	1624.8791208791208	3068.901760669856	432384	430080	672	-14.14171875	1040.462	432384	165	0.19164432790510508	672	32.0	1.0
-23.743169398907106	1734.7704918032787	3067.3258483029776	465664	460800	720	-4.645192307692308	359.16237980769233	465664	243	0.2668630507153769	720	32.0	1.0
-23.2	1857.2	3581.318560407852	498048	496640	776	-3.5322381422924902	263.9014945652174	498048	253	0.16534104171608174	776	32.0	1.0
		3186.8624015506525	532736	528640	825	-5.025080719557195	372.4669626383764	532736	253	0.2405084859655828	825	32.0	1.0
		3452.471392068024	565760	563200	880	-6.793483527131783	504.7578125	565760	253	0.19663902907208963	880	32.0	1.0
-24.0	2277.0	3324.820721991136	599552	596480	931	-8.42578125	630.8779296875	599552	254	0.15420507887999216	931	32.0	1.0
		3327.7419084446865	633344	629760	984	-9.970022490530303	758.36328125	633344	254	0.15826641079389825	984	32.0	1.0
		3444.3450955859153	666368	664320	1037	-11.442284399224807	888.86328125	666368	254	0.1544390969540713	1037	32.0	1.0
		3194.518682466989	701056	696320	1088	-12.883043127306273	1021.1213099630996	701056	254	0.21239133814678474	1088	32.0	1.0
		3580.4507960618052	734080	732160	1144	-14.259659641472869	1153.36328125	734080	254	0.18985674523615412	1144	32.0	1.0
		3134.965850174355	768128	763520	1192	-15.91970159774436	1284.36328125	768128	254	0.20023490504051247	1192	32.0	1.0
-23.923076923076923	1603.8846153846155	3513.5745785023005	801024	798720	1248	-17.503556663424124	1397.745956955253	801024	268	0.22053593024611473	1248	32.0	1.0
-23.953846153846154	1614.4538461538461	3069.109216958876	834176	829440	1296	-15.57562138030888	1265.6387548262549	834176	348	0.18801515790012976	1296	32.0	1.0
-23.85	1629.9523809523807	3262.8681919735664	865792	862080	1347	-8.45005693319838	780.1154162449393	865792	429	0.1770022317913233	1347	32.0	1.0
-23.653846153846153	1683.4615384615386	3389.0601185952432	899072	896000	1400	-5.907061298076923	612.8579927884615	899072	445	0.20796039363123336	1400	32.0	1.0
-23.5	1914.0	3572.210176117897	932864	931840	1455	-6.961706912878788	708.5471117424242	932864	447	0.2478678083555265	1455	32.0	1.0
