local/mean_episode_return	local/mean_episode_step	local/SPS	local/env_act_steps	local/env_train_steps	local/optimizer_steps	local/running_reward	local/running_step	local/steps_done	local/episodes_done	local/unclipped_grad_norm	local/model_version	local/virtual_batch_size	local/num_gradients
		0.0	256	0	0	0.0	1.0	256	0		0		
		3067.7513918197624	33536	30720	48	143.8263221153846	66.5	33536	0	0.8751208007646104	48	32.0	1.0
420.0	233.375	3519.613994970873	67456	65920	102	444.95283018867923	196.1100825471698	67456	8	2.2922342989800706	102	32.0	1.0
685.4657738095237	307.1	3128.640395736576	99072	97280	152	320.55288461538464	136.43579200404858	99072	255	1.4530585385859012	152	32.0	1.0
565.7142857142857	279.57142857142856	3259.5654781981243	133632	129920	202	318.0975115740741	145.09762731481482	133632	262	0.956696966290474	202	32.0	1.0
603.685606060606	281.7683080808081	3391.2808806383036	165248	163840	256	403.3302758097166	173.42073633603238	165248	467	0.7393567164738973	256	32.0	1.0
766.6666666666666	341.96296296296293	3128.754556415923	199808	195200	304	291.28125	122.34913194444445	199808	518	0.5878614373505116	304	32.0	1.0
627.9390681003586	272.2051971326165	3513.453588534737	231552	230400	359	441.89642137096774	182.98821824596774	231552	647	0.6035859913988547	359	32.0	1.0
764.1728395061729	331.17572016460906	3064.5826984116566	264704	261120	408	331.24064913127415	134.45970077220076	264704	765	0.6519361501749681	408	32.0	1.0
640.4545454545455	282.8863636363636	3517.0265084024795	297856	296320	462	423.5291988416988	173.98567205598457	297856	815	0.5604213503775773	462	32.0	1.0
722.5712250712251	322.05982905982904	3124.7841491864306	331392	327680	512	404.24558683206106	169.2123986164122	331392	982	0.5351226571202278	512	32.0	1.0
791.8181818181819	327.8363636363636	3454.6003046613355	364288	362240	565	384.018421692607	146.07776021400778	364288	1048	0.5414583578986941	565	32.0	1.0
718.4229390681005	299.23476702508964	3198.397714310334	397568	394240	616	420.47115384615387	165.96592548076924	397568	1167	0.5805728971665981	616	32.0	1.0
764.1463414634146	313.0487804878049	3314.7768640384597	430592	427520	667	380.8887475775194	140.24657824612405	430592	1286	0.7766920801471261	667	32.0	1.0
790.9649122807018	301.95723684210526	3324.675248655567	464256	460800	720	476.5360622623574	170.74203897338404	464256	1382	0.7282802215162313	720	32.0	1.0
842.6599326599326	319.2878787878788	3197.273290977043	496896	492800	769	431.69546568627453	152.84289215686275	496896	1513	1.0413944371500794	769	32.0	1.0
839.6135265700483	306.8502415458937	3455.122772159559	530176	527360	824	430.77133413461536	149.8271033653846	530176	1601	0.8982596768574281	824	32.0	1.0
730.2695035460994	274.4921985815603	3066.7092497820026	563328	558080	872	362.9132480694981	133.7311776061776	563328	1761	1.0863559336091082	872	32.0	1.0
755.9375	298.2916666666667	3575.475487392812	596608	593920	928	431.85336538461536	156.52154447115385	596608	1813	0.8662839071559054	928	32.0	1.0
763.1904761904761	300.52397959183673	3131.8282650668793	630016	625280	976	396.2443127394636	156.900622605364	630016	1946	1.2450808721284072	976	32.0	1.0
658.5844748858448	290.6947488584475	3510.687058332959	662144	660480	1032	319.0503610557769	129.97049302788844	662144	2059	0.9799889167770743	1032	32.0	1.0
692.0919540229886	285.66800766283524	3067.450716690261	695936	691200	1080	385.98040956439394	154.2832919034091	695936	2191	0.7558218336974581	1080	32.0	1.0
655.5555555555555	283.1880341880342	3507.763859503651	727936	726400	1134	327.683125	135.5500625	727936	2296	0.8164257073292026	1134	32.0	1.0
674.3223443223443	296.12454212454213	3130.6173555708647	761728	757760	1184	389.37411221590907	161.99612334280303	761728	2407	0.7901292979717255	1184	32.0	1.0
766.594982078853	317.88709677419354	3383.660695709303	794240	791680	1236	421.29459891732284	156.3439653051181	794240	2527	0.7829389850107523	1236	32.0	1.0
843.5087719298245	311.640350877193	3256.6868066725715	828160	824320	1288	462.0483490566038	161.59599056603773	828160	2594	0.6214135919625943	1288	32.0	1.0
857.2857142857143	318.7080952380952	3262.81360124987	860672	856960	1339	484.96555118110234	164.99975393700788	860672	2729	0.6643602301677068	1339	32.0	1.0
899.3076923076923	320.95897435897433	3391.7998546447693	893952	890880	1392	453.609375	149.82881610576922	893952	2813	0.693631963909797	1392	32.0	1.0
923.5569105691055	327.4613821138211	3256.4957731732247	927104	923520	1442	522.8106901544402	182.4265805984556	927104	2909	0.5237900030612945	1442	32.0	1.0
891.275	337.52374999999995	3391.6640927161898	959488	957440	1496	460.98196640316206	162.31126482213438	959488	3017	0.4940440313959563	1496	32.0	1.0
873.2	328.18	3066.992988636401	992896	988160	1544	450.7863386015326	159.4137332375479	992896	3109	0.7106385640799999	1544	32.0	1.0
873.9906103286386	327.4507042253521	3579.091436464792	1025920	1024000	1600	527.6507994186046	181.27113614341084	1025920	3199	0.42945593489067896	1600	32.0	1.0
932.1341463414634	345.5243902439024	3066.8442144572778	1059968	1054720	1648	503.82929981203006	170.8584645206767	1059968	3298	0.5535611351951957	1648	32.0	1.0
950.0490196078432	359.68382352941177	3583.267422720198	1092224	1090560	1704	549.4422743055555	184.4569072420635	1092224	3376	0.40975835147712913	1704	32.0	1.0
1006.4901960784314	370.7666666666667	3067.785136549978	1126016	1121280	1752	602.0558120265151	202.18610913825756	1126016	3478	0.43319855351001024	1752	32.0	1.0
1067.5396825396826	392.35714285714283	3580.4660612582215	1158528	1157120	1808	590.7378813976378	199.58461491141733	1158528	3549	0.5793652188565049	1808	32.0	1.0
1356.6153846153845	414.81538461538463	3071.7879785013733	1192192	1187840	1856	661.5274477186312	209.92104325095056	1192192	3623	1.1863253933067124	1856	32.0	1.0
1164.0384615384614	400.4326923076923	3575.266548407468	1225088	1223680	1912	680.8697106031128	228.83760943579767	1225088	3679	0.8703055858079877	1912	32.0	1.0
1540.0546448087434	469.84972677595624	3067.7703822692424	1258496	1254400	1960	808.4273227969348	258.4343570402299	1258496	3750	1.0366893758376439	1960	32.0	1.0
1638.5454545454545	487.27272727272725	3453.906807490835	1291136	1288960	2014	905.5413602941177	261.6532781862745	1291136	3810	1.1509199051393404	2014	32.0	1.0
1599.547619047619	497.73571428571427	3196.770230882076	1324416	1320960	2064	790.9741586538462	244.46286057692308	1324416	3895	0.8259674468636513	2064	32.0	1.0
1264.4444444444446	450.26900584795317	3381.8402176269933	1357440	1354880	2116	644.6096778100775	234.06301477713177	1357440	3963	0.700818351828135	2116	32.0	1.0
1508.859649122807	502.2368421052632	3262.2679499393175	1391232	1387520	2168	805.6294389204545	254.48396070075756	1391232	4027	1.7592557456630926	2168	32.0	1.0
1295.081300813008	447.1585365853659	3378.6346582770034	1424000	1421440	2220	742.2763061523438	230.12655639648438	1424000	4124	0.6867238331872684	2220	32.0	1.0
1233.2539682539682	432.484126984127	3261.9876534811538	1457408	1454080	2272	559.2726293103449	215.91433189655172	1457408	4200	0.9542083916469262	2272	32.0	1.0
1444.423076923077	448.40384615384613	3387.4368217500282	1490560	1488000	2324	680.5227437258687	232.16300675675674	1490560	4256	1.1689125843919241	2324	32.0	1.0
1328.1420765027322	450.33333333333337	3257.721302160643	1524096	1520640	2376	790.486641221374	238.53551407442748	1524096	4326	1.1314631723440611	2376	32.0	1.0
1567.6190476190477	477.67857142857144	3319.538007635156	1556992	1553920	2427	986.1442120622568	265.27012402723733	1556992	4388	1.139820938016854	2427	32.0	1.0
1766.5	519.9125	3326.3474152698664	1590400	1587200	2480	1095.3684746168583	288.44079262452107	1590400	4435	1.1866465537053235	2480	32.0	1.0
2039.1935483870968	550.741935483871	3321.5042926999804	1623552	1620480	2531	1155.2114502895754	287.12068653474904	1623552	4508	1.1649248541570176	2531	32.0	1.0
1944.875	536.3458333333333	3327.995239264623	1656960	1653760	2584	1161.399066091954	300.02849616858236	1656960	4555	1.2545248199746293	2584	32.0	1.0
2287.450980392157	591.0784313725491	3262.5032775862855	1690112	1686400	2635	1182.2499396718147	299.96319980694983	1690112	4616	1.131383472213558	2635	32.0	1.0
2214.6153846153848	581.8173076923077	3389.7111813934266	1722368	1720320	2688	1214.416232638889	296.5971292162698	1722368	4676	1.0138710006228033	2688	32.0	1.0
