local/mean_episode_return	local/mean_episode_step	local/SPS	local/env_act_steps	local/env_train_steps	local/optimizer_steps	local/running_reward	local/running_step	local/steps_done	local/episodes_done	local/unclipped_grad_norm	local/model_version	local/virtual_batch_size	local/num_gradients
		0.0	256	0	0	0.0	1.0	256	0		0		
		3582.19331842761	38400	35840	56	11.515572567114093	76.0	38400	0	0.3201650506317882	56	32.0	1.0
28.75	216.125	3825.6395680781143	77312	74240	115	28.951737253289473	219.32807360197367	77312	16	0.19216078267259112	115	32.0	1.0
35.0	372.5	3837.273939810168	116608	112640	176	45.14581636807818	362.86504987785014	116608	20	0.18658543286509202	176	32.0	1.0
56.15384615384615	543.7692307692307	4088.116569414916	155008	153600	240	53.944010416666664	499.997734375	155008	34	0.1330865015333984	240	32.0	1.0
67.5	701.375	3705.5666166434917	194816	190720	297	60.58204381028939	624.7302552250804	194816	43	0.11257556698432095	297	32.0	1.0
86.0	795.9	3967.096827325722	234112	230400	360	66.02783998371335	747.8916174674267	234112	53	0.11480403698921676	360	32.0	1.0
104.61538461538461	872.3846153846154	4094.6425398703363	272640	271360	424	72.66961690199335	866.7240708056478	272640	66	0.1640115660848096	424	32.0	1.0
107.27272727272727	1084.8181818181818	3647.25164585914	312576	307840	480	92.20302483974359	968.8647836538462	312576	77	0.32373985096013974	480	32.0	1.0
133.46153846153845	1209.923076923077	4020.6933146531574	351104	348160	544	113.6405990448505	1065.0764379152824	351104	90	0.2785392993246205	544	32.0	1.0
171.42857142857142	1296.7142857142858	3894.5201214237954	389760	387200	604	128.59168046357615	1165.6714869619204	389760	104	0.228166859348615	604	32.0	1.0
169.45652173913044	1426.7173913043478	3765.754371027846	428928	424960	664	129.81668709150327	1198.665824142157	428928	128	0.1550103238473336	664	32.0	1.0
195.3125	1494.6875	4088.980312647529	466944	465920	727	131.25644465488216	1241.1776883417508	466944	144	0.18970680242729565	727	32.0	1.0
235.9090909090909	1588.3636363636363	3633.081797154462	507008	502400	784	133.8426018370607	1318.7806509584664	507008	155	0.16998394722478433	784	32.0	1.0
268.75	1914.125	4030.07552378974	545920	542720	848	130.91385690789474	1372.9507863898027	545920	171	0.1429019820643589	848	32.0	1.0
213.07692307692307	1947.8461538461538	3964.192892696602	584448	582400	909	132.46223525747507	1430.4865811877075	584448	184	0.2723832397920186	909	32.0	1.0
204.6969696969697	1971.4242424242425	3704.09655720495	623872	619520	968	143.98145799512986	1407.187779017857	623872	217	0.28851442815641226	968	32.0	1.0
228.75	2017.388888888889	4029.7818590693396	661504	659840	1031	149.17118409863946	1293.5799585459183	661504	254	0.2517402477207638	1031	32.0	1.0
253.77551020408163	1936.2244897959183	3647.345195071247	701184	696320	1088	140.5740927419355	1074.0512348790323	701184	307	0.29638794639654326	1088	32.0	1.0
232.7439024390244	1709.0487804878048	4090.8035735227177	738816	737280	1152	130.8289487670068	887.973506590136	738816	349	0.30718684510793537	1152	32.0	1.0
235.06410256410257	1440.724358974359	3699.2962989398457	778496	774400	1209	123.49521169354838	747.5042086693549	778496	394	0.3423357511821546	1209	32.0	1.0
215.69767441860466	1298.3720930232557	3965.8611053451536	816640	814080	1272	116.77380453020135	647.268403942953	816640	439	0.30953015694542535	1272	32.0	1.0
242.05782312925172	1155.108843537415	3775.374777002309	855424	851840	1330	107.90712665016501	560.2123813943895	855424	497	0.3659867397670088	1330	32.0	1.0
205.73170731707316	1016.6585365853658	3895.331982138421	893952	890880	1392	95.5952813538206	502.98380398671094	893952	540	0.3426464484824288	1392	32.0	1.0
150.05208333333334	760.75	3822.471129962516	932352	929280	1451	102.82552083333333	503.5517708333333	932352	592	0.39524850754414576	1451	32.0	1.0
215.69444444444446	883.5	3830.3073035101897	971264	967680	1512	95.74128803453948	467.70333059210526	971264	650	0.36957994897346025	1512	32.0	1.0
168.24652777777777	815.076388888889	3962.024426860362	1009408	1007360	1573	88.15357592281879	434.5726719798658	1009408	702	0.3612671677694946	1573	32.0	1.0
172.72875816993462	839.9117647058823	3705.0549829527204	1049344	1044480	1632	83.68639823717949	399.28400440705127	1049344	762	0.3865397707638094	1632	32.0	1.0
134.26829268292684	658.0975609756098	4094.838415444685	1087744	1085440	1696	88.97565104166667	419.06138020833333	1087744	804	0.4701267300406471	1696	32.0	1.0
154.30232558139534	723.1162790697674	3632.660354296434	1126528	1121920	1752	93.60857570132013	441.3214985561056	1126528	849	0.39436680051897255	1752	32.0	1.0
166.07142857142858	759.6142857142858	4023.758320871685	1164416	1162240	1816	92.6022751266892	464.9995513091216	1164416	886	0.33823882654542103	1816	32.0	1.0
194.72222222222223	900.2777777777778	3831.8225660827143	1203712	1200640	1875	102.35583774429968	552.2231270358307	1203712	904	0.3066277980046757	1875	32.0	1.0
206.57142857142858	989.6	3835.7964766204027	1242496	1239040	1936	103.54875721947195	590.2067347359736	1242496	940	0.30757578157010623	1936	32.0	1.0
175.0	932.0833333333334	4023.837497572756	1280896	1279360	1998	109.45572916666667	621.4351822916667	1280896	964	0.28316598866255055	1998	32.0	1.0
189.71428571428572	1031.1142857142856	3644.6401182457903	1320320	1315840	2056	115.63045353084415	671.1625659496754	1320320	999	0.3315120420322336	2056	32.0	1.0
204.4375	1063.9125	4090.5519825256383	1358208	1356800	2120	119.5262352195946	681.6237595016892	1358208	1041	0.3555821905611083	2120	32.0	1.0
210.41666666666666	1059.8425925925926	3636.7161587670853	1397888	1393280	2176	112.44102822580645	601.0625504032258	1397888	1099	0.4415845113939473	2176	32.0	1.0
193.80434782608697	972.1195652173913	4030.5260913565344	1436416	1433600	2240	110.5671200166113	557.2727367109635	1436416	1148	0.3550248845713213	2240	32.0	1.0
204.5	990.65	3898.412308903059	1475200	1472640	2300	112.58418419966996	560.6967048267327	1475200	1168	0.34536585373183093	2300	32.0	1.0
270.3125	1235.3958333333333	3769.65936045121	1514368	1510400	2360	122.38549325980392	630.6815512663399	1514368	1193	0.43183258548378944	2360	32.0	1.0
286.875	1300.375	4094.1353219257653	1552512	1551360	2423	121.20018875838926	665.9839031040268	1552512	1209	0.3672413145975461	2423	32.0	1.0
238.88888888888889	1247.611111111111	3761.967371911106	1592704	1589120	2482	128.8556180334395	744.1150975318471	1592704	1228	0.34772820038310553	2482	32.0	1.0
244.32692307692307	1257.3076923076924	3902.5151233946262	1631360	1628160	2544	139.66628725165563	789.2064362582781	1631360	1255	0.5013191225307603	2544	32.0	1.0
220.20833333333334	1163.736111111111	4021.577543721674	1670016	1668480	2606	150.41209644039736	776.7105753311258	1670016	1293	0.47878507500694645	2606	32.0	1.0
215.57692307692307	1066.9711538461538	3641.913825374556	1709952	1704960	2664	153.23029346955127	738.0149989983975	1709952	1346	0.45694904389052554	2664	32.0	1.0
260.6060606060606	1096.0757575757575	4092.1426009651577	1748224	1745920	2728	157.17260660535118	691.0051212374582	1748224	1383	0.4904512434732169	2728	32.0	1.0
298.46774193548384	1166.3064516129032	3831.601781488043	1787392	1784320	2787	155.41270935457516	675.4543249591503	1787392	1417	0.41849693756992534	2787	32.0	1.0
251.80232558139534	1136.406976744186	3834.651533380644	1826816	1822720	2848	154.8455255681818	651.8424056412338	1826816	1463	0.5058575336073265	2848	32.0	1.0
254.6341463414634	975.109756097561	3962.1680810772564	1864448	1862400	2909	148.1304474914966	603.3820153061224	1864448	1509	0.3801716939836252	2909	32.0	1.0
325.9574468085106	1074.6808510638298	3702.0618230574373	1903488	1899520	2968	135.43878073770492	562.4245645491803	1903488	1562	0.5726395544864363	2968	32.0	1.0
