local/mean_episode_return	local/mean_episode_step	local/SPS	local/env_act_steps	local/env_train_steps	local/optimizer_steps	local/running_reward	local/running_step	local/steps_done	local/episodes_done	local/unclipped_grad_norm	local/model_version	local/virtual_batch_size	local/num_gradients
		0.0	256	0	0	0.0	1.0	256	0		0		
		3954.6136507441593	41728	39680	61	137.0478877314815	82.5	41728	0	0.19898794876930656	61	32.0	1.0
		4079.174285259352	82688	80640	125	707.40234375	243.5	82688	0	0.3029316430038307	125	32.0	1.0
625.0	394.5	4014.4361527082638	123520	120960	188	1093.604280956113	401.69156543887146	123520	2	0.20260881466997993	188	32.0	1.0
1525.0	607.875	3966.8499427961256	164352	160640	251	1414.568230799373	555.7435834639498	164352	10	0.2623125853992644	251	32.0	1.0
1988.888888888889	756.3333333333334	4331.675853698149	205696	204160	318	1767.9264222136223	685.8952689628483	205696	28	0.28699959758947147	318	32.0	1.0
2493.75	913.75	4156.720254418856	248192	245760	384	2064.4448889307228	787.8677757906627	248192	49	0.33751722690508223	384	32.0	1.0
2671.0	1054.88	4091.87262022629	288256	286720	448	2378.285992412141	848.6341853035144	288256	75	0.5562396732857451	448	32.0	1.0
3479.7297297297296	1186.027027027027	4082.142161041687	328704	327680	511	2603.3573971518986	833.4671924446203	328704	116	0.4598860429629447	511	32.0	1.0
3700.0	1284.8148148148148	4087.0389833691456	370560	368640	576	2797.319380733945	840.0660359327217	370560	143	0.5944433463307527	576	32.0	1.0
3798.076923076923	1221.871794871795	4095.6299162535047	413184	409600	640	2997.238644894895	852.422484984985	413184	184	0.47366314055398107	640	32.0	1.0
4605.882352941177	1266.8235294117646	4093.5636570555907	452224	450560	704	3009.391649590164	821.8200051229509	452224	219	0.6810635270085186	704	32.0	1.0
4533.870967741936	1266.247311827957	4088.0107307529493	492928	491520	768	3213.5330680031448	819.9860455974842	492928	252	0.7463311249157414	768	32.0	1.0
4408.59375	1008.03125	4093.0568038653237	533504	532480	831	3346.2514787066248	832.1472791798108	533504	285	0.7173489769772877	831	32.0	1.0
4712.037037037037	1069.9259259259259	4093.635642923121	575616	573440	896	3483.2957351823707	849.266717325228	575616	314	0.7920722402059115	896	32.0	1.0
4222.619047619048	869.4285714285714	4088.7029642965217	616320	614400	960	3762.3697916666665	919.4780365566038	616320	337	0.710499674663879	960	32.0	1.0
5250.0	1303.1176470588234	4090.6780176623392	656768	655360	1024	4047.3892405063293	983.3511174841772	656768	354	0.7936675006058067	1024	32.0	1.0
5368.75	1332.25	4021.063958932796	697216	695680	1086	4449.934483781645	1090.2583316851267	697216	370	0.6216599501429065	1086	32.0	1.0
5198.4375	1381.203125	4150.779188849424	739456	737280	1152	4655.931581439394	1107.7006865530302	739456	405	1.1352854684898348	1152	32.0	1.0
6991.666666666667	1715.6666666666667	4087.3363325760047	780800	778240	1216	5254.285990712075	1114.358649380805	780800	417	0.6342844826285727	1216	32.0	1.0
6962.142857142857	1600.7714285714285	4093.6096965056154	821376	819200	1280	5187.769863958991	1141.374162066246	821376	454	0.28576333698583767	1280	32.0	1.0
6605.0	1727.2	4094.900978557691	861696	860160	1344	4869.562251984127	1092.4347470238095	861696	474	0.46545288141351193	1344	32.0	1.0
7540.384615384615	1943.0	4086.0609922263643	903808	901120	1408	4774.573755699088	1101.3008406155016	903808	502	0.4877894641831517	1408	32.0	1.0
6332.608695652174	1525.4782608695652	4085.9865514840963	945792	942080	1472	4735.885099085366	1070.4944264481708	945792	528	0.8570946153486148	1472	32.0	1.0
5757.142857142857	1259.2857142857142	4094.0076102414073	986880	983040	1536	5083.45867406542	1151.483644859813	986880	535	0.39517633570358157	1536	32.0	1.0
6521.774193548387	1721.5483870967741	4095.825788659883	1027072	1024000	1600	4802.955812101911	1139.4707653264331	1027072	571	0.6730544558668043	1600	32.0	1.0
6641.0	1637.02	4090.669446247718	1068928	1064960	1664	4832.89373088685	1124.5860569571867	1068928	597	0.6865659655304626	1664	32.0	1.0
6515.625	1747.7291666666667	4218.4166854887435	1111296	1107200	1729	4777.385054758308	1076.405636329305	1111296	623	0.714561528655199	1729	32.0	1.0
6573.484848484848	1467.9848484848485	3967.714598776233	1151232	1146880	1792	4624.832231570513	1075.6279296875	1151232	658	0.4176235006205619	1792	32.0	1.0
5966.964285714285	1446.8214285714287	4084.895227346123	1191424	1187840	1856	4454.661375398089	1060.2646048964968	1191424	687	0.6176110634114593	1856	32.0	1.0
6734.375	1564.875	4091.825547809821	1233792	1228800	1920	4585.165691087614	1090.8995704305137	1233792	703	0.6506381491199136	1920	32.0	1.0
6171.0526315789475	1534.6842105263158	4211.214558765228	1275136	1271040	1985	4751.297648993808	1138.3620114164087	1275136	722	0.7050301164388657	1985	32.0	1.0
6762.5	1802.6	4286.639698639181	1316608	1313920	2052	5122.135416666667	1167.7355082947531	1316608	742	0.7305930477024903	2052	32.0	1.0
